City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,okhotsk,59.3833,143.3,6.74,59,13,1.8,RU,1696352710
368,griffith,41.5284,-87.4237,30.03,46,0,4.12,US,1696352710
369,tsengel,49.4783,100.8894,3.9,49,0,1.54,MN,1696352711
370,filadelfia,39.9523,-75.1638,27.96,62,40,2.06,US,1696352711
371,saint-philippe,-21.3585,55.7679,22.77,86,60,6.06,RE,1696352712
372,general salgado,-20.6483,-50.3606,35.45,30,22,2.26,BR,1696352712
373,chegdomyn,51.1167,133.0167,4.62,86,56,0.89,RU,1696352713
374,barkly west,-28.5354,24.5215,32.6,17,0,3.78,ZA,1696352424
375,ishqoshim,36.7248,71.6133,6.76,84,85,0.37,TJ,1696352713
376,yeraliyev,43.2,51.65,22.24,33,100,4.91,KZ,1696352714
377,cooper's town,26.8667,-77.5167,27.19,65,14,5.06,BS,1696352714
378,ola,59.5833,151.2833,6.34,58,92,4.41,RU,1696352715
379,gouloure,12.2306,-1.9289,29.85,46,89,6.17,BF,1696352715
380,alaghsas,17.0187,8.0168,34.94,24,20,6.17,NE,1696352716
381,swakopmund,-22.6833,14.5333,15.95,76,52,5.49,NA,1696352716
382,smarhon,54.4791,26.3934,19.67,55,93,7.28,BY,1696352717
383,brisas de zicatela,15.8369,-97.0419,31.29,55,75,1.54,MX,1696352717
384,saudarkrokur,65.7461,-19.6394,4.58,91,100,2.78,IS,1696352718
385,yeed,4.55,43.0333,28.93,52,34,7.44,SO,1696352718
386,acapulco de juarez,16.8634,-99.8901,30.22,68,86,2.53,MX,1696352443
387,tromso,69.6496,18.957,4.01,81,75,3.09,NO,1696352719
388,luba,3.4568,8.5547,27.94,84,98,2.49,GQ,1696352720
389,fort smith,35.3859,-94.3986,27.03,61,0,2.57,US,1696352436
390,rexburg,43.826,-111.7897,9.99,76,100,3.6,US,1696352710
391,federal,-30.9547,-58.7833,23.3,44,40,2.84,AR,1696352722
392,kalmunai,7.4167,81.8167,25.89,85,76,5.73,LK,1696352722
393,bonthe,7.5264,-12.505,27.33,78,76,5.48,SL,1696352722
394,irymple,-34.25,142.1667,10.61,94,100,3.44,AU,1696352723
395,tangalle,6.024,80.7911,25.22,88,99,2.14,LK,1696352632
396,turar ryskulov,42.5333,70.3333,13.44,43,0,3.84,KZ,1696352724
397,erdenet,49.0333,104.0833,1.6,80,0,1.88,MN,1696352725
398,kavaratti,10.5669,72.642,27.47,75,82,2.07,IN,1696352725
399,mandalgovi,45.7625,106.2708,4.08,65,0,3.68,MN,1696352726
400,romblon,12.5751,122.2708,28.05,78,100,9.93,PH,1696352727
401,bulgan,48.8125,103.5347,3.54,70,0,0.96,MN,1696352728
402,juan griego,11.0817,-63.9655,37.07,53,100,5.14,VE,1696352728
403,tolanaro,-25.0319,46.9987,20.04,68,75,4.12,MG,1696352729
404,olyokminsk,60.3736,120.4264,-5.56,95,44,0.89,RU,1696352729
405,nar'yan-mar,67.6713,53.087,3.95,78,100,9.39,RU,1696352730
406,joshimath,30.5667,79.5667,17.16,75,11,0.76,IN,1696352730
407,port elizabeth,-33.918,25.5701,18.94,89,75,4.63,ZA,1696352731
408,urucara,-2.5364,-57.76,40.84,22,100,3.11,BR,1696352731
409,tawau,4.2498,117.8871,26.07,88,82,0.45,MY,1696352732
410,pangai,-19.8,-174.35,22.64,79,95,10.1,TO,1696352733
411,greenville,35.6127,-77.3663,26.18,63,40,3.6,US,1696352430
412,trashi yangtse,27.6116,91.498,18.3,93,82,0.85,BT,1696352733
413,ulladulla,-35.35,150.4667,21.9,41,100,3.44,AU,1696352734
414,ashtabula,41.7001,-80.7665,27.46,58,0,0.0,US,1696352735
415,fortuna,40.5982,-124.1573,14.64,97,100,4.12,US,1696352735
416,lata,40.1629,-8.3327,27.18,48,17,3.25,PT,1696352735
417,altamira,-3.2033,-52.2064,35.05,46,40,3.6,BR,1696352483
418,torquay,50.4638,-3.5143,16.03,75,22,3.13,GB,1696352736
419,markala,13.7021,-6.0659,37.14,25,95,6.53,ML,1696352737
420,san fernando de apure,7.8878,-67.4724,33.62,60,79,0.6,VE,1696352738
421,malvan,16.0667,73.4667,25.6,81,42,1.24,IN,1696352738
422,richards bay,-28.783,32.0377,21.49,67,0,6.63,ZA,1696352562
423,crane,31.3974,-102.3501,28.28,55,89,6.78,US,1696352739
424,ploudalmezeau,48.5333,-4.65,16.21,67,40,3.6,FR,1696352740
425,santa justina,13.3967,123.4731,25.04,94,100,2.28,PH,1696352740
426,biltine,14.5333,20.9167,26.23,70,58,6.36,TD,1696352741
427,inarajan village,13.2736,144.7484,28.08,89,95,5.82,GU,1696352741
428,ulsteinvik,62.3432,5.8487,13.2,85,98,3.58,NO,1696352586
429,savanna-la-mar,18.219,-78.1332,31.97,64,65,1.68,JM,1696352742
430,tuy hoa,13.0833,109.3,25.51,92,15,1.61,VN,1696352742
431,camana,-16.6228,-72.7111,20.88,76,50,5.54,PE,1696352743
432,puerto san jose,13.9256,-90.8244,29.88,68,88,1.63,GT,1696352744
433,el carmen de bolivar,9.7174,-75.1202,29.72,73,100,1.76,CO,1696352744
434,santiago,-33.4569,-70.6483,13.53,71,75,4.12,CL,1696352703
435,fairmont,39.4851,-80.1426,27.33,60,0,1.61,US,1696352745
436,stropkov,49.2021,21.6522,19.16,61,8,3.68,SK,1696352745
437,bardai,11.65,7.2333,26.11,66,99,2.71,NG,1696352746
438,brookings,44.3114,-96.7984,21.19,82,75,6.69,US,1696352746
439,ostersund,63.1792,14.6357,8.12,81,0,2.06,SE,1696352747
440,dwarka,22.2394,68.9678,27.11,72,6,3.24,IN,1696352747
441,lihue,21.9789,-159.3672,22.58,88,0,3.6,US,1696352748
442,monte aprazivel,-20.7725,-49.7142,34.36,31,10,3.08,BR,1696352748
443,shanwei,22.782,115.3475,27.68,87,100,3.3,CN,1696352748
444,st. john's,47.5649,-52.7093,17.31,73,75,5.14,CA,1696352586
445,hornell,42.3279,-77.6611,29.5,60,0,2.68,US,1696352664
446,comodoro rivadavia,-45.8667,-67.5,15.92,31,20,6.69,AR,1696352491
447,shingu,33.7333,135.9833,20.38,94,100,2.4,JP,1696352750
448,squamish,49.7014,-123.1512,13.95,92,64,0.5,CA,1696352494
449,kolonia town,6.964,158.206,26.0,94,75,1.54,FM,1696352751
450,san julian,21.0167,-102.1667,23.54,45,81,3.76,MX,1696352751
451,greymouth,-42.4667,171.2,2.53,92,73,3.17,NZ,1696352516
452,tamanrasset,22.785,5.5228,28.95,23,40,4.63,DZ,1696352555
453,la ronge,55.1001,-105.2842,8.14,87,100,3.09,CA,1696352580
454,kaitong,44.8135,123.15,11.04,34,3,6.48,CN,1696352753
455,copainala,17.0833,-93.2,29.01,66,89,1.77,MX,1696352753
456,cabedelo,-6.9811,-34.8339,29.37,62,61,5.93,BR,1696352753
457,altamont,42.2068,-121.7372,13.91,75,75,5.14,US,1696352745
458,bereeda,11.8704,51.0579,28.34,72,6,2.35,SO,1696352754
459,trail,49.0998,-117.7022,17.05,58,81,0.9,CA,1696352578
460,sesheke,-17.4759,24.2968,30.04,19,98,4.92,ZM,1696352755
461,sarandi del yi,-33.35,-55.6333,19.71,59,100,5.66,UY,1696352686
462,kibaya,-5.3,36.5667,20.06,50,83,4.3,TZ,1696352756
463,temiskaming shores,47.4938,-79.7153,25.89,38,3,4.09,CA,1696352756
464,amahai,-3.3333,128.9167,25.02,85,95,1.28,ID,1696352757
465,machico,32.7,-16.7667,29.28,76,20,9.26,PT,1696352757
466,eastham,41.8301,-69.9739,24.01,62,0,4.12,US,1696352667
467,tukrah,32.5341,20.5791,23.46,63,0,8.24,LY,1696352758
468,santa sylvina,-27.8326,-61.1375,36.7,27,35,3.73,AR,1696352758
469,belomorsk,64.5232,34.7668,7.04,94,91,3.09,RU,1696352759
470,sechura,-5.5569,-80.8222,26.46,55,60,6.03,PE,1696352759
471,isangel,-19.55,169.2667,21.91,81,77,7.52,VU,1696352760
472,puerto carreno,6.189,-67.4859,32.99,62,20,3.6,CO,1696352760
473,ankazoabo,-22.2833,44.5167,24.01,38,0,5.45,MG,1696352760
474,papao,-17.75,-149.55,24.82,80,94,8.65,PF,1696352761
475,conduaga,8.862,117.4893,26.3,83,100,2.0,PH,1696352761
476,ntoum,0.3833,9.7833,27.87,89,88,2.78,GA,1696352762
477,hobyo,5.3505,48.5268,26.2,88,31,7.44,SO,1696352762
478,catumbela,-12.4314,13.5472,23.43,83,59,2.87,AO,1696352763
479,den burg,53.0542,4.7972,16.1,72,20,10.8,NL,1696352763
480,nabire,-3.3667,135.4833,24.08,90,77,1.42,ID,1696352764
481,inhambane,-23.865,35.3833,23.89,64,20,4.02,MZ,1696352765
482,grand island,40.925,-98.342,24.45,58,75,9.26,US,1696352765
483,jayapura,-2.5333,140.7,25.66,91,72,2.64,ID,1696352765
484,mana,5.6592,-53.7767,31.47,64,21,7.08,GF,1696352766
485,darwin,-12.4611,130.8418,26.99,78,70,2.57,AU,1696352767
486,inda silase,14.1031,38.2829,18.29,45,5,2.8,ET,1696352767
487,prado,-17.3411,-39.2208,28.0,67,87,7.84,BR,1696352767
488,airuk,7.2772,168.8203,28.73,77,47,6.36,MH,1696352768
489,satipo,-11.2522,-74.6386,29.47,68,51,1.4,PE,1696352768
490,chifeng,42.2683,118.9636,10.08,56,6,1.39,CN,1696352768
491,bakri,2.0441,102.6527,26.67,86,94,0.64,MY,1696352769
492,kincardine,56.0667,-3.7167,13.99,84,87,6.26,GB,1696352770
493,amursk,50.2261,136.8994,6.1,92,19,1.28,RU,1696352770
494,deqen,29.9618,90.7188,9.61,82,31,2.34,CN,1696352770
495,arafat,21.3594,39.9664,31.82,56,0,1.34,SA,1696352771
496,kununurra,-15.7667,128.7333,25.99,78,76,0.0,AU,1696352543
497,khash,28.2211,61.2158,25.38,17,0,1.68,IR,1696352772
498,levoca,49.0217,20.5921,17.07,68,11,2.59,SK,1696352737
499,mandiana,10.6333,-8.6833,28.17,78,87,1.66,GN,1696352773
500,abepura,-2.6333,140.5833,25.45,83,100,2.06,ID,1696352773
501,madang,-5.2246,145.7966,24.62,92,90,0.87,PG,1696352774
502,prince rupert,54.3161,-130.3201,11.83,91,100,11.83,CA,1696352774
503,lerwick,60.1545,-1.1494,11.0,83,54,9.77,GB,1696352775
504,aykhal,66.0,111.5,-7.74,94,30,3.58,RU,1696352775
505,timimoun,29.2639,0.231,33.21,16,0,9.26,DZ,1696352776
506,rockland,41.1668,-74.0496,27.39,65,3,1.13,US,1696352776
507,zaragoza,41.6561,-0.8773,27.79,40,0,8.23,ES,1696352774
508,kendari,-3.945,122.4989,23.58,94,11,0.18,ID,1696352622
509,la sarre,48.8002,-79.1996,24.31,56,39,4.04,CA,1696352582
510,jeddah,21.5169,39.2192,31.92,66,20,2.06,SA,1696352561
511,aalborg,57.048,9.9187,12.96,88,40,5.14,DK,1696352778
512,minab,27.1467,57.0801,32.0,46,0,0.94,IR,1696352779
513,lospalos,-8.5186,127.0025,20.96,94,21,1.31,TL,1696352779
514,mammoth lakes,37.6485,-118.9721,11.4,53,0,2.06,US,1696352780
515,karachi,24.9056,67.0822,27.9,74,20,2.57,PK,1696352186
516,zeya,53.75,127.2667,7.16,92,100,0.89,RU,1696352780
517,labasa,-16.4167,179.3833,21.6,89,72,3.43,FJ,1696352781
518,san andres,12.5847,-81.7006,30.01,79,40,2.06,CO,1696352781
519,namdrik,5.5994,168.1028,28.22,75,55,2.08,MH,1696352782
520,igarka,67.4667,86.5833,0.41,78,95,7.61,RU,1696352782
521,chongjin,41.7956,129.7758,15.41,58,69,1.49,KP,1696352783
522,imperatriz,-5.5264,-47.4917,36.03,46,40,1.03,BR,1696352774
523,tidjikja,18.5564,-11.4271,39.85,10,62,6.83,MR,1696352783
524,lardero,42.4269,-2.4615,22.4,53,75,2.57,ES,1696352784
525,judenburg,47.1667,14.6667,18.4,72,75,1.54,AT,1696352784
526,nova vicosa,-17.8919,-39.3719,28.09,67,68,7.53,BR,1696352607
527,mombetsu,44.3525,143.3525,13.07,76,94,1.83,JP,1696352786
528,skeldon,5.8833,-57.1333,34.55,45,91,3.76,GY,1696352786
529,buka,40.8108,69.1986,18.62,21,36,2.9,UZ,1696352787
530,shatura,55.5725,39.5368,10.39,65,94,2.94,RU,1696352788
531,kandiari,26.9156,68.5216,32.37,17,10,4.15,PK,1696352788
532,barra,-11.0894,-43.1417,35.33,27,16,3.54,BR,1696352545
533,bridgewater,44.3835,-64.5155,25.35,50,37,7.72,CA,1696352569
534,lubao,14.9167,120.55,28.04,89,100,2.35,PH,1696352789
535,buurhakaba,2.8026,44.0781,27.19,67,73,8.27,SO,1696352790
536,komsomol'skiy,43.9783,46.6985,16.71,75,100,1.42,RU,1696352790
537,megion,61.0296,76.1136,9.01,90,100,1.42,RU,1696352791
538,vanersborg,58.3807,12.3234,10.97,87,75,2.57,SE,1696352791
539,de aar,-30.6497,24.0123,28.73,18,0,5.35,ZA,1696352792
540,senillosa,-39.0,-68.4167,17.88,26,2,3.58,AR,1696352793
541,kimberley,-28.7323,24.7623,31.83,18,0,2.57,ZA,1696352793
542,daru,-9.0763,143.2092,24.66,82,14,4.49,PG,1696352793
543,chadan,51.2833,91.5833,5.63,67,0,1.99,RU,1696352794
544,toliara,-23.35,43.6667,26.37,44,0,5.35,MG,1696352794
545,katima mulilo,-17.5,24.2667,30.08,19,98,4.76,NA,1696352795
546,zag,46.9441,99.165,1.25,42,0,1.89,MN,1696352795
547,pico truncado,-46.7949,-67.9573,13.34,30,86,1.58,AR,1696352795
548,leava,-14.3,-178.1667,26.61,82,86,10.24,WF,1696352796
549,thunder bay,48.4001,-89.3168,21.99,78,40,2.57,CA,1696352797
550,cidreira,-30.1811,-50.2056,18.6,72,36,6.63,BR,1696352797
551,kourou,5.1552,-52.6478,33.03,59,17,5.42,GF,1696352797
552,sidareja,-7.4846,108.7923,22.66,96,100,0.67,ID,1696352798
553,san antonio,29.4241,-98.4936,32.93,60,0,1.54,US,1696352647
554,kimbe,-5.5502,150.1429,23.81,95,94,1.96,PG,1696352799
555,uglekamensk,43.2172,133.2303,11.16,88,100,0.83,RU,1696352799
556,puerto baquerizo moreno,-0.9,-89.6,25.55,78,75,7.72,EC,1696352574
557,apan,19.7167,-98.4167,19.15,53,40,1.41,MX,1696352564
558,sengkang,-4.1279,120.0297,22.68,89,8,1.26,ID,1696352801
